gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000175779	chr15	38696605	38837193	-0.276834	117.041	3.56254	4
ENSG00000259368	chr15	40368687	40370047	0.203244	248.693	3.37593	5
LRG_600	chr15	40471494	40528244	0.288178	236.07	2.24568	4
ENSG00000169105	chr15	40471494	40528244	0.288178	236.07	2.24568	4
ENSG00000259521	chr15	41020897	41044401	-0.305953	114.78	2.76369	3
ENSG00000104147	chr15	41309751	41333050	-0.203857	141.112	5.17071	6
ENSG00000137825	chr15	41501632	41504246	-0.308329	111.519	3.98978	5
ENSG00000062524	chr15	41503993	41517693	-0.246905	151.916	10.6854	14
ENSG00000174197	chr15	41668893	41775391	0.210844	393.464	27.1469	39
ENSG00000257797	chr15	42007728	42013757	-0.261684	145.401	2.26898	3
ENSG00000261002	chr15	42218320	42227771	-0.229624	163.111	2.83785	4
ENSG00000284772	chr15	43617831	43632936	-0.369079	155.521	4.25172	5
ENSG00000140259	chr15	43805091	43827094	0.280934	341.465	6.85471	9
ENSG00000259539	chr15	45153377	45168133	0.222195	252.173	7.76831	9
LRG_883	chr15	45592123	45658421	-0.216136	153.06	4.38759	5
ENSG00000104164	chr15	45592123	45658421	-0.216136	153.06	4.38759	5
ENSG00000074803	chr15	48207719	48330666	0.233863	322.12	18.9618	27
ENSG00000047346	chr15	52582153	52651369	0.270378	337.726	11.788	16
ENSG00000255529	chr15	57708711	57734966	-0.242038	167.108	4.61762	5
ENSG00000128923	chr15	58771393	58880109	-0.312223	139.353	13.2681	15
ENSG00000259732	chr15	59123514	59136187	-0.262952	102.854	2.71267	3
ENSG00000140299	chr15	59668891	59847200	0.251947	276.01	5.0225	9
ENSG00000171956	chr15	60004961	60176785	0.27467	114.21	2.33516	3
ENSG00000182718	chr15	60347627	60423764	-0.440912	153.383	9.51444	13
ENSG00000285863	chr15	61863437	61906673	-0.297159	185.151	13.3138	17
ENSG00000074410	chr15	63326282	63504237	-0.309245	117.847	12.7736	14
ENSG00000166803	chr15	64366002	64394117	-0.233877	150.588	4.4739	6
ENSG00000103671	chr15	64393943	64498917	-0.237802	182.204	12.8805	14
ENSG00000186198	chr15	65051512	65055276	-0.211196	184.499	2.59332	3
ENSG00000103710	chr15	65054896	65078192	-0.205562	111.566	3.45967	4
ENSG00000189227	chr15	67521248	67542833	0.226746	148.419	2.10209	3
ENSG00000140350	chr15	68780080	68930151	0.301882	271.402	5.25522	9
ENSG00000137819	chr15	69384674	69413881	0.214427	252.899	5.3059	6
ENSG00000129028	chr15	70882451	70893655	-0.201527	195.904	3.61725	4
ENSG00000175318	chr15	72162006	72200657	-0.245672	187.372	11.5058	14
ENSG00000137817	chr15	72241452	72286762	-0.206284	185.2	15.8476	19
ENSG00000273025	chr15	72266742	72343574	-0.242137	112.687	10.5506	12
ENSG00000261460	chr15	72287262	72353180	-0.22945	148.662	16.5586	20
ENSG00000140488	chr15	72287262	72343574	-0.217797	117.129	8.60697	10
ENSG00000183324	chr15	73473831	73563259	-0.254899	152.449	4.27494	5
ENSG00000156642	chr15	73563233	73632622	-0.234067	140.098	8.15696	9
ENSG00000129038	chr15	73946414	73983434	-0.300395	113.397	3.79165	5
ENSG00000067221	chr15	73983934	73998239	-0.310868	120.793	6.2212	8
ENSG00000137868	chr15	74180779	74217581	-0.258361	135.61	12.0904	15
ENSG00000179361	chr15	74543934	74614953	-0.230389	110.527	10.0891	13
ENSG00000213578	chr15	74826701	74838344	-0.725122	70.4196	1.67705	3
ENSG00000140474	chr15	74838264	74845219	-0.246465	186.63	2.78595	6
ENSG00000140497	chr15	74845080	74872696	-0.349909	144.213	7.05838	9
ENSG00000178761	chr15	74902616	74919822	-0.265314	112.397	2.92913	4
ENSG00000169410	chr15	75468766	75578211	-0.252605	183.727	11.7983	13
ENSG00000140368	chr15	76995404	77052470	-0.296825	102.259	8.82519	14
LRG_172	chr15	76995404	77052470	-0.296825	102.259	8.82519	14
ENSG00000260776	chr15	77915412	77941801	0.289191	301.157	2.4379	4
ENSG00000188266	chr15	78513086	78541932	-0.230546	230.15	5.71576	6
ENSG00000136378	chr15	78762400	78810618	-0.252009	102.295	11.6874	15
ENSG00000103811	chr15	78922990	78961641	-0.27952	131.383	8.89577	11
ENSG00000259343	chr15	81332418	81541597	0.201069	298.833	16.0316	21
ENSG00000188869	chr15	81332418	81541597	0.201069	298.833	16.0316	21
ENSG00000183496	chr15	82043157	82091233	-0.259258	105.397	6.24176	8
ENSG00000259805	chr15	82989016	83107178	-0.277011	142.491	10.4961	13
ENSG00000169612	chr15	82989016	83004376	-0.567905	100.418	1.82325	3
ENSG00000169609	chr15	82989016	83018227	-0.301575	172.989	5.36641	7
ENSG00000260608	chr15	83018064	83107178	-0.214246	128.818	6.10822	7
ENSG00000064726	chr15	83018064	83107178	-0.214246	128.818	6.10822	7
ENSG00000176700	chr15	84631899	84652802	-0.26478	168.669	6.66577	8
ENSG00000177082	chr15	84643443	84655411	-0.216011	190.2	5.94703	8
ENSG00000166821	chr15	89683662	89701244	0.232775	253.329	2.59643	3
ENSG00000182768	chr15	90266285	90349197	-0.235497	217.644	3.9795	5
ENSG00000275674	chr15	90266285	90349197	-0.235497	217.644	3.9795	5
ENSG00000258527	chr15	92795646	92900735	-0.228496	127.398	2.68692	4
ENSG00000185551	chr15	96332326	96634810	0.226149	179.791	3.60949	4
ENSG00000184140	chr15	101805717	101817684	0.266843	356.153	3.30445	5
ENSG00000182854	chr15	101818184	101849036	0.328801	439.427	4.25644	5
ENSG00000214344	chr15	101848762	101922767	0.257136	424.515	2.6936	4
ENSG00000206177	chr16	165995	173602	-0.659729	59.2629	1.63029	3
ENSG00000206172	chr16	176714	180872	-0.608106	48.4695	2.42311	3
ENSG00000086506	chr16	180663	190137	-0.448429	87.2295	2.41269	3
ENSG00000242173	chr16	281743	283370	-0.367022	124.057	4.15079	6
ENSG00000242612	chr16	404953	425504	-0.322082	108.094	7.05191	9
ENSG00000103326	chr16	546836	564376	-0.210642	100.822	6.31884	9
ENSG00000261691	chr16	547707	564376	-0.23942	100.435	5.75035	8
ENSG00000257108	chr16	567848	574531	-0.430328	62.5013	2.8638	3
ENSG00000282907	chr16	574298	578507	-0.585884	60.4604	2.84199	3
ENSG00000172366	chr16	647414	650711	-0.212487	106.27	2.7318	3
ENSG00000262528	chr16	655026	656539	-0.52748	86.9676	2.57732	4
ENSG00000261659	chr16	689141	694425	-0.262852	104.223	3.82929	4
ENSG00000127585	chr16	694272	714787	-0.312278	75.6392	4.55533	6
ENSG00000162006	chr16	769425	786930	-0.370611	129.809	10.0775	13
ENSG00000005513	chr16	982133	1064917	-0.246841	43.4853	2.67904	3
ENSG00000196557	chr16	1194970	1222098	-0.210439	139.181	18.227	26
ENSG00000172236	chr16	1240917	1255778	-0.281876	52.2026	2.06899	3
ENSG00000196364	chr16	1261197	1273185	-0.296706	73.2994	5.40136	6
ENSG00000090581	chr16	1361740	1366395	-0.325453	145.031	7.22321	9
ENSG00000059145	chr16	1366239	1420223	-0.623556	80.1358	12.3279	15
ENSG00000197599	chr16	1434387	1447103	-0.58512	57.5744	5.64631	7
ENSG00000103249	chr16	1447003	1485436	-0.249844	135.641	15.4514	19
ENSG00000162032	chr16	1777094	1808780	-0.309055	70.8473	9.94059	14
ENSG00000095906	chr16	1786745	1790871	-0.223678	67.6854	3.02746	4
ENSG00000099769	chr16	1790597	1808780	-0.525233	42.4622	4.34838	7
ENSG00000198736	chr16	1939109	1945620	-0.508075	128.171	2.77941	4
ENSG00000196408	chr16	1979422	1984945	-0.293306	121.836	5.08326	6
ENSG00000127554	chr16	1984710	1992213	-0.357697	161.182	2.50801	3
ENSG00000261790	chr16	1984710	1992213	-0.357697	161.182	2.50801	3
ENSG00000127561	chr16	1991971	1998585	-0.458434	93.3829	4.67077	5
ENSG00000167962	chr16	1998231	2020621	-0.240481	119.641	7.58574	10
ENSG00000008710	chr16	2089724	2148281	-0.304922	87.689	17.6508	22
ENSG00000259933	chr16	2091778	2097505	-0.474653	75.4854	5.64622	7
ENSG00000167964	chr16	2151692	2155105	-0.213652	137.069	5.78407	7
ENSG00000167965	chr16	2206355	2210283	0.204197	233.638	4.30966	7
ENSG00000167967	chr16	2228291	2236962	-0.214708	111.364	7.47071	10
ENSG00000167968	chr16	2236814	2240147	-0.470471	103.441	3.73287	5
ENSG00000162068	chr16	2472009	2495646	0.287537	148.985	3.93045	5
ENSG00000185883	chr16	2514101	2520907	-0.371214	109.08	2.45366	3
ENSG00000259784	chr16	2514101	2528150	-0.300681	120.563	4.72997	6
ENSG00000162066	chr16	2520766	2557965	-0.250964	116.089	8.04719	11
ENSG00000205923	chr16	2530256	2557965	-0.303471	107.399	3.58938	4
ENSG00000172382	chr16	2712617	2739649	-0.312428	85.8113	5.92463	8
ENSG00000103363	chr16	2771469	2785173	-0.291708	138.47	3.1192	4
ENSG00000007038	chr16	2818674	2830330	-0.38367	135.711	2.79736	3
ENSG00000127564	chr16	2969672	3012860	-0.218365	77.0386	9.98999	12
ENSG00000103145	chr16	3022860	3024367	-0.356473	87.4776	2.4744	4
ENSG00000263072	chr16	3113428	3136778	-0.208551	103.765	3.97342	5
ENSG00000122386	chr16	3113428	3136778	-0.208551	103.765	3.97342	5
ENSG00000140993	chr16	3298962	3312573	0.256723	310.097	5.02263	6
ENSG00000215131	chr16	3493838	3504833	-0.23127	160.16	1.28574	3
ENSG00000261938	chr16	3582339	3583512	0.207938	236.233	2.31236	3
ENSG00000185739	chr16	4192150	4257552	-0.222678	141.423	12.3918	15
ENSG00000126603	chr16	4332278	4340407	-0.258294	119.241	6.95605	8
ENSG00000217930	chr16	4332278	4357261	-0.251096	125.209	9.91261	13
ENSG00000262712	chr16	4336722	4340407	-0.673299	81.5908	2.38167	3
ENSG00000103426	chr16	4340316	4426094	-0.284981	97.448	23.6347	33
ENSG00000262246	chr16	4355283	4426094	-0.267064	91.9571	21.071	29
ENSG00000168140	chr16	4380875	4388070	-0.601307	49.4364	5.67075	7
ENSG00000103415	chr16	4505483	4512685	-0.33727	138.427	3.91378	5
ENSG00000205832	chr16	4556489	4609950	-0.221081	186.079	4.2402	5
ENSG00000153443	chr16	4609630	4625050	-0.806104	41.3381	2.26428	3
ENSG00000168101	chr16	4693724	4697106	-0.422221	93.354	2.76559	3
ENSG00000166246	chr16	4736512	4752602	-0.230325	165.071	7.58179	9
ENSG00000103199	chr16	4752373	4777294	-0.234954	125.128	6.26137	8
LRG_455	chr16	4797711	4805312	-0.521891	95.9698	4.12701	6
ENSG00000067836	chr16	4797711	4805312	-0.521891	95.9698	4.12701	6
ENSG00000033011	chr16	5044347	5466715	-0.218362	154.462	11.2742	15
ENSG00000153446	chr16	5044347	5072101	-0.547762	99.8605	6.44363	9
ENSG00000260276	chr16	8855161	8893495	-0.259508	68.3122	2.74779	4
ENSG00000153048	chr16	8855161	8893495	-0.259508	68.3122	2.74779	4
ENSG00000182831	chr16	9092042	9254745	-0.268942	126.91	4.68133	6
ENSG00000178279	chr16	11267995	11275981	-0.319455	174.778	3.1218	4
ENSG00000188897	chr16	11446549	11548939	-0.348487	65.8085	2.99991	6
LRG_253	chr16	11549439	11595953	-0.427857	47.8497	2.12771	4
ENSG00000189067	chr16	11549439	11595953	-0.427857	47.8497	2.12771	4
ENSG00000234719	chr16	11937539	11998794	0.208856	274.489	4.04269	6
ENSG00000103429	chr16	14644344	14672751	0.207149	345.895	6.2245	8
ENSG00000261130	chr16	15400785	15532486	-0.216471	84.1721	8.96933	10
ENSG00000263065	chr16	15741460	15745239	0.325885	309.984	1.57145	3
ENSG00000133393	chr16	15867437	16007313	-0.374575	115.97	5.17368	6
ENSG00000185164	chr16	18531463	18572512	0.220233	283.849	2.36719	3
ENSG00000260017	chr16	18809567	18815281	0.292705	343.356	2.65273	3
ENSG00000157106	chr16	18809567	19008669	0.324738	388.564	24.0053	34
ENSG00000260592	chr16	19477437	19490570	0.214833	319.982	3.98213	6
ENSG00000189149	chr16	21315908	21376300	0.510351	253.517	1.9314	3
ENSG00000248124	chr16	21797749	21953458	-0.447104	203.078	1.69488	4
ENSG00000286808	chr16	22332057	22346462	0.215038	180.028	2.92451	3
ENSG00000103356	chr16	23525126	23559678	-0.340194	125.013	8.19445	11
ENSG00000103353	chr16	23557536	23581781	-0.2289	165.847	5.68197	7
ENSG00000279756	chr16	23755047	23756195	-0.275816	138.292	3.4878	4
ENSG00000166869	chr16	23755047	23835673	-0.243601	118.604	5.36939	8
ENSG00000188322	chr16	28317389	28391857	0.472746	331.687	2.40009	3
ENSG00000184730	chr16	28495098	28499922	-0.646687	50.4338	4.68514	8
ENSG00000196502	chr16	28606075	28699673	0.331413	270.052	3.8719	6
ENSG00000261552	chr16	28989524	29075121	-0.391491	102.056	3.22922	4
ENSG00000103485	chr16	29663726	29743774	-0.284515	125.364	6.84754	11
ENSG00000185905	chr16	29744274	29778766	-0.549671	25.5177	2.76398	3
ENSG00000259952	chr16	29806699	29808030	-0.30806	67.209	1.54656	3
ENSG00000238045	chr16	29813052	29830047	-0.256156	117.091	6.81059	8
ENSG00000167371	chr16	29813052	29816766	-0.296716	129.187	4.76116	5
ENSG00000280893	chr16	29813052	29830047	-0.256156	117.091	6.81059	8
ENSG00000280789	chr16	29816523	29830047	-0.356071	74.5088	3.01574	4
ENSG00000103502	chr16	29859439	29864875	-0.397907	152.84	4.1556	6
ENSG00000278713	chr16	29862583	29864875	-0.543533	143.558	2.7898	3
ENSG00000214725	chr16	29864727	29872285	-0.434383	179.159	2.18847	3
ENSG00000174943	chr16	29905785	29962641	-0.258944	84.9002	6.32636	8
ENSG00000167194	chr16	30023644	30030529	-0.345234	142.087	4.9498	7
ENSG00000149926	chr16	30025180	30066396	-0.292865	91.4515	3.62845	5
ENSG00000102879	chr16	30185207	30353097	-0.208	142.242	6.74315	8
LRG_195	chr16	30185207	30353097	-0.208	142.242	6.74315	8
ENSG00000169217	chr16	30352982	30358817	-0.237859	167.305	5.10985	6
ENSG00000169221	chr16	30358662	30374862	-0.277793	124.686	7.21434	9
ENSG00000180209	chr16	30374855	30378522	-0.394244	139.169	5.11431	7
ENSG00000169957	chr16	30524514	30532827	-0.267947	161.341	5.9997	7
ENSG00000261459	chr16	30525796	30556112	-0.422379	119.243	4.424	5
ENSG00000169955	chr16	30532501	30556112	-0.521983	77.632	2.94039	3
ENSG00000169951	chr16	30555805	30569413	-0.244146	62.103	2.66664	3
ENSG00000229809	chr16	30569913	30582743	-0.443396	115.848	5.19188	6
ENSG00000156860	chr16	30660262	30700322	-0.411708	70.9112	6.70034	12
ENSG00000196118	chr16	30757473	30762679	-0.241581	170.491	5.21125	7
ENSG00000102870	chr16	30781717	30820648	0.203347	174.14	6.01327	9
ENSG00000279196	chr16	30985656	30992903	-0.212573	129.905	5.15291	7
ENSG00000099377	chr16	30985656	30992903	-0.212573	129.905	5.15291	7
ENSG00000232748	chr16	31061065	31064481	0.246647	168.068	1.92745	4
ENSG00000151006	chr16	31083787	31091344	-0.276627	107.867	8.03973	12
ENSG00000255439	chr16	31083787	31095658	-0.232789	130.87	10.2951	16
ENSG00000178226	chr16	31139135	31179712	-0.200448	145.103	7.59064	10
ENSG00000156885	chr16	31427771	31457896	-0.288677	16.5025	1.74663	3
ENSG00000140691	chr16	31461919	31472203	-0.213761	119.697	7.63236	10
ENSG00000140682	chr16	31472186	31483264	-0.401115	125.205	9.1848	11
ENSG00000140688	chr16	31490101	31527637	-0.22732	115.304	8.28715	10
ENSG00000260010	chr16	31601735	31712932	0.23016	240.974	5.18783	6
ENSG00000260781	chr16	33919830	33976304	-0.255007	117.035	3.27091	4
ENSG00000214581	chr16	35446972	35793513	0.480417	276.737	3.14268	4
ENSG00000140795	chr16	46707701	46802449	0.350364	247.185	12.7701	17
ENSG00000155330	chr16	46802949	46884213	0.251179	124.551	4.6517	6
ENSG00000166123	chr16	46897645	46956526	0.313752	240.506	8.69881	10
ENSG00000069345	chr16	46959000	47082718	0.37868	301.049	7.58423	9
ENSG00000171208	chr16	47083218	47143076	0.414771	279.571	8.9708	12
ENSG00000260281	chr16	47155716	47218365	0.323755	291.531	3.84718	5
ENSG00000140798	chr16	48083712	48166771	0.292926	302.438	19.6043	26
ENSG00000102910	chr16	48244386	48365479	0.205221	260.668	18.4519	23
ENSG00000102921	chr16	48542903	48747622	0.579464	432.446	7.88218	11
ENSG00000261267	chr16	48560753	48747622	0.678109	445.549	4.90635	7
ENSG00000102924	chr16	49279401	49373437	0.212907	151.593	3.57014	5
ENSG00000205423	chr16	50025650	50066271	-0.302049	151.127	3.92714	5
ENSG00000260381	chr16	50100227	50152452	0.28233	237.276	2.94858	4
ENSG00000121274	chr16	50211322	50287677	0.407105	338.556	7.6803	11
ENSG00000121281	chr16	50290454	50319268	0.291171	234.58	16.5705	21
ENSG00000167208	chr16	50673851	50696741	0.34004	195.068	3.27108	4
ENSG00000167207	chr16	50699485	50741804	0.241433	234.783	13.5553	18
LRG_177	chr16	50699485	50741804	0.241433	234.783	13.5553	18
ENSG00000177200	chr16	53156088	53370699	0.362002	359.722	30.0689	42
ENSG00000260078	chr16	53370639	53434054	-0.244233	71.3867	3.16216	5
ENSG00000140718	chr16	53810137	54239383	0.246358	158.886	15.1264	18
ENSG00000176842	chr16	54932446	55064446	0.350372	179.484	3.35994	4
ENSG00000087245	chr16	55479477	55525005	0.225779	251.39	11.3168	15
ENSG00000087253	chr16	55525505	55656192	0.22725	260.242	14.6833	18
ENSG00000256812	chr16	55566756	55574731	0.228872	355.553	3.34804	4
ENSG00000159398	chr16	55846448	55943547	0.226637	276.066	7.7252	13
ENSG00000087258	chr16	56192233	56362392	0.226314	176.988	10.5973	13
ENSG00000159461	chr16	56362139	56424570	0.266955	250.423	15.3641	18
ENSG00000125124	chr16	56466873	56564626	0.211175	282.472	22.337	28
ENSG00000102891	chr16	56565126	56588619	0.444316	208.994	2.48352	3
ENSG00000259923	chr16	56648824	56658778	0.334059	287.603	1.67585	3
ENSG00000125144	chr16	56666751	56670732	0.489436	344.751	2.08983	3
ENSG00000275691	chr16	56675960	56683274	0.450303	289.917	1.79811	3
ENSG00000187193	chr16	56683162	56747745	0.887574	365.854	1.47187	3
ENSG00000259827	chr16	56683162	56747745	0.887574	365.854	1.47187	3
ENSG00000102900	chr16	56748245	56858017	0.377929	285.792	18.9786	22
ENSG00000051108	chr16	56935232	56960115	0.263474	260.02	5.40276	6
ENSG00000087237	chr16	56961977	57021009	0.327724	289.722	13.5055	17
ENSG00000140853	chr16	57020710	57093548	0.225532	216.025	31.4357	39
ENSG00000260145	chr16	57055029	57061533	0.217133	165.769	2.77004	3
ENSG00000140848	chr16	57110707	57154509	0.288714	265.134	11.3922	15
ENSG00000172775	chr16	57154287	57204156	0.369748	286.495	6.15279	8
ENSG00000159579	chr16	57204656	57248645	0.461492	387.027	10.1119	14
ENSG00000102931	chr16	57248534	57257031	0.315369	320.809	3.37352	5
ENSG00000102934	chr16	57248534	57283903	0.233906	234.554	5.70008	8
ENSG00000102962	chr16	57358814	57372640	0.225858	214.261	2.81554	4
ENSG00000006210	chr16	57372566	57404311	0.271472	162.168	5.4875	6
ENSG00000102970	chr16	57415078	57428667	0.359582	189.184	2.50579	3
ENSG00000005194	chr16	57429167	57451210	0.267464	296.817	7.18396	8
ENSG00000088682	chr16	57451027	57463080	0.210957	233.738	6.33306	8
ENSG00000102978	chr16	57463026	57473738	0.363499	298.816	6.92449	8
ENSG00000135736	chr16	57512738	57561591	0.270116	146.825	5.13189	7
ENSG00000159618	chr16	57562091	57602640	0.27828	213.833	12.0202	14
ENSG00000205336	chr16	57650285	57673470	0.210486	230.758	9.30222	13
ENSG00000260467	chr16	57683929	57702132	0.348997	285.527	6.63525	9
ENSG00000159625	chr16	57697947	57737285	0.213463	265.435	13.4341	18
ENSG00000140854	chr16	57737241	57759838	0.259329	185.284	10.8798	16
ENSG00000187185	chr16	57815603	57862228	-0.267151	92.1695	3.5978	4
ENSG00000070729	chr16	57887852	57976636	0.20446	233.278	20.9178	30
ENSG00000166188	chr16	57996514	58002647	0.295767	187.36	5.93178	8
ENSG00000103005	chr16	58002476	58036969	0.21343	187.747	5.69191	7
LRG_352	chr16	58002476	58036969	0.21343	187.747	5.69191	7
ENSG00000102996	chr16	58037469	58113522	0.306988	180.785	6.67082	8
ENSG00000070761	chr16	58114807	58163568	0.212087	180.505	6.2386	7
ENSG00000070770	chr16	58164068	58249512	0.287708	238.18	8.0205	10
ENSG00000103021	chr16	58252724	58284723	0.210827	242.071	10.6175	12
ENSG00000103023	chr16	58280221	58392099	0.24089	231.112	5.24738	6
ENSG00000103034	chr16	58494961	58516381	0.274957	223.892	11.2858	14
ENSG00000125166	chr16	58708168	58877999	0.260906	265.577	7.23409	9
ENSG00000166548	chr16	66511965	66552795	0.205994	251.049	6.74469	10
ENSG00000217555	chr16	66552713	66566734	0.255816	290.021	3.00832	4
ENSG00000140932	chr16	66579605	66604303	0.259174	223.546	4.61317	5
ENSG00000258122	chr16	66847027	66883782	0.280766	217.686	5.9534	7
ENSG00000168748	chr16	66847027	66883782	0.280766	217.686	5.9534	7
ENSG00000166589	chr16	66908389	66922355	0.219433	220.96	13.0393	16
ENSG00000166592	chr16	66922073	66932300	0.558388	313.405	2.96151	4
ENSG00000166595	chr16	66932202	66938243	0.248452	216.028	3.62135	5
ENSG00000172824	chr16	66995625	67028905	0.326849	293.255	9.53643	13
ENSG00000280334	chr16	67006742	67028905	0.387541	252.524	1.77311	3
ENSG00000067955	chr16	67029724	67098207	0.213267	154.872	6.00128	7
LRG_1364	chr16	67029724	67098207	0.213267	154.872	6.00128	7
ENSG00000125149	chr16	67120109	67149517	0.501235	376.24	8.17544	13
ENSG00000237172	chr16	67149276	67154961	-0.38748	54.7633	3.1717	4
ENSG00000102871	chr16	67154646	67161941	-0.419346	96.2931	2.94054	4
ENSG00000205250	chr16	67192225	67199406	0.227742	230.922	4.93629	9
ENSG00000102890	chr16	67199165	67207775	0.242447	190.617	13.7555	19
ENSG00000168701	chr16	67227829	67229720	0.429298	333.462	3.28165	5
ENSG00000135723	chr16	67229633	67252846	0.225311	227.407	15.8665	20
ENSG00000196155	chr16	67280042	67289684	0.2086	205.7	18.0749	22
ENSG00000168676	chr16	67289566	67341454	0.23814	251.866	14.5393	17
